data,leite_uht_industria,leite_uht_supermercado,preco_leite_produtor
2017-04-01,2.40387865497076,3.015345640062052,1.2735
2017-05-01,2.363023456849845,3.058766617278945,1.2688
2017-06-01,2.2509325475113124,3.0321553477086183,1.2343
2017-07-01,2.056675051510989,2.925120263934504,1.1555
2017-08-01,1.9187347051943584,2.826072766677418,1.0843
2017-09-01,1.7800951286764706,2.6943777757502505,1.0052
2017-10-01,1.8959426120448184,2.566699296090773,1.0003
2017-11-01,1.9343059507223943,2.5535423954990124,1.001
2017-12-01,1.756137132352941,2.544078967381293,0.9832
2018-01-01,1.8197347058823528,2.519910217191171,1.0204
2018-02-01,2.0581784136904764,2.504034782822867,1.0745
2018-03-01,2.3179622603166763,2.596934473265595,1.1574
2018-04-01,2.363358611111111,2.789107624287249,1.2545
2018-05-01,2.3678147631354154,2.910154895181316,1.296
2018-06-01,3.263017023809524,3.471320063619129,1.4781
2018-07-01,3.051165026885396,3.807920084908023,1.5466
2018-08-01,2.691036662300019,3.649129817367358,1.4748
2018-09-01,2.56053501985646,3.466005535742412,1.4401
2018-10-01,2.3789235521008405,3.2963792248231787,1.3624
2018-11-01,1.9749526931077692,2.881058517150032,1.2344
2018-12-01,2.0592129656862745,2.766680494019176,1.2836
2019-01-01,2.309566477289377,2.8039089467466978,1.4146
2019-02-01,2.256494721153846,2.8454432499748563,1.4784
2019-03-01,2.2357548842592587,2.8679820059579075,1.492
2019-04-01,2.3849055521155837,2.906556363938041,1.5175
2019-05-01,2.4991629072681705,2.990640132990405,1.5278
2019-06-01,2.312172942773601,2.976347863794844,1.4064
2019-07-01,2.2708604805641555,2.9409650403900507,1.3466
2019-08-01,2.5007375093984967,2.954787576079884,1.3728
2019-09-01,2.360403405572756,2.9973365171754343,1.3635
2019-10-01,2.281632257309941,2.983848502848145,1.3493
2019-11-01,2.337755301378446,2.8826960386015927,1.3535
2019-12-01,2.376421587510443,2.8723183328626267,1.3683
2020-01-01,2.339157901096492,2.8967330386919588,1.4175
2020-02-01,2.347294579545454,2.894994998868744,1.4376
2020-03-01,2.721561467948718,2.98792433833243,1.4515
2020-04-01,2.814881015201465,3.210225909104363,1.3783
2020-05-01,2.893842032575757,3.258379297740928,1.5135367374871924
2020-06-01,3.169245074519231,3.326072127651496,1.7573
2020-07-01,3.1673984742424244,3.491377912395776,1.9426
2020-08-01,3.5687843051948054,3.668872582706152,2.1319
2020-09-01,3.4971392619047625,3.9363444006031783,2.1586
2020-10-01,3.061413224926185,3.900346531059663,2.0434
2020-11-01,3.177456155681818,3.733688624134015,2.1262
2020-12-01,3.178873162912088,3.769528301237077,2.0344
2021-01-01,2.9127255853174603,3.767466369256301,1.9889
2021-02-01,2.729021552020201,3.6092139444156897,1.9384
2021-03-01,3.077849626060606,3.5553175525837304,1.9837
2021-04-01,2.98402921590909,3.591212038594616,2.0364
2021-05-01,3.36488911698718,3.610604583603027,2.201
2021-06-01,3.5254296390692645,3.81204021332224,2.3108
2021-07-01,3.462099238636364,3.894635688624293,2.3595
2021-08-01,3.600700386363636,4.0051265031105645,2.3827
2021-09-01,3.590863077777778,4.058314583071873,2.3305
2021-10-01,3.156038442460317,3.9971030242154,2.1857
2021-11-01,3.0136212562499995,3.787778735940264,2.121
2021-12-01,2.979386550066137,3.693947881093552,2.1093
2022-01-01,3.19598303125,3.69502281992695,2.1397
2022-02-01,3.449042361111111,3.773830266630352,2.2104
2022-03-01,4.121230938888888,4.06950986802084,2.4269
2022-04-01,4.382657613636363,4.556154066568376,2.54
2022-05-01,4.46455115530303,4.788517923963362,2.68
2022-06-01,5.6762326666666665,5.225230758628821,3.1932
2022-07-01,6.447781287878788,6.349700417885743,3.5707
2022-08-01,4.713283740909091,6.293823054208349,3.0476
2022-09-01,4.166919012626263,5.547375639979238,2.8481
2022-10-01,4.044407812499999,5.22895627824443,2.6967
2022-11-01,3.7411632101010097,4.875536352354168,2.5286
2022-12-01,3.658984199494949,4.651724856099349,2.5214
2023-01-01,4.36372625,4.6876082616393,2.6619
2023-02-01,4.267456558080808,4.870143727347534,2.7276
2023-03-01,4.38123536907537,4.837913116159948,2.812
2023-04-01,4.935170809294872,5.171908123960282,2.8961
2023-05-01,4.360611781818181,5.290013817879039,2.7229
2023-06-01,4.225335714285714,5.161170241330777,2.5568
2023-07-01,4.056099305555556,4.967910221644146,2.4142
2023-08-01,3.8510052777777775,4.923839890067941,2.25
2023-09-01,3.508846988636364,4.573592387167738,2.0509
2023-10-01,3.5437022727272733,4.401794536328556,1.9675
2023-11-01,3.4904344848484845,4.374397767134448,1.9981
2023-12-01,3.4043118939393944,4.29215908911232,2.0335
2024-01-01,3.762927142857143,4.377573054985655,2.1347
2024-02-01,3.969492043650793,4.545374185329365,2.2347
2024-03-01,4.05804191468254,4.7017805110465485,2.329
2024-04-01,4.128975892857143,4.796667143539979,2.4576
2024-05-01,4.863367638888889,5.016834165428465,2.7114
2024-06-01,4.448999652777777,5.368790166304099,2.7524
2024-07-01,4.266532142857143,5.355368190888339,2.7225
2024-08-01,4.413438541666666,5.269146763015037,2.7607
2024-09-01,4.856938257575758,5.339753329639439,2.8657
2024-10-01,4.452080317460317,5.410238073590681,2.8065
2024-11-01,4.105219999999999,5.304197407348304,2.6374
2024-12-01,3.920315833333333,5.142933893572693,2.5805
