data,populacao_pessoas,leite_uht_industria,leite_uht_supermercado,preco_leite_produtor
2020-01-01,208.53249399999996,-0.01580482830731944,0.008464078412129261,0.035325663216142666
2020-02-01,208.6378931666666,0.0034724289463790026,-0.0006001800720323303,0.014080299867442136
2020-03-01,208.74329233333324,0.14794236247159143,0.03159556158975052,0.009622447995335293
2020-04-01,208.84869149999992,0.03371420787179069,0.0717623662268907,-0.05174664876429136
2020-05-01,208.95409066666656,0.027665049696681487,0.01488861249375062,0.09359826666612503
2020-06-01,209.05948983333323,0.09090837042782662,0.020562142712877707,0.14932941783428227
2020-07-01,209.164889,-0.0005828323196246377,0.04850440905961517,0.1002487417674297
2020-08-01,209.24311841666665,0.11931442667128156,0.04958794109887177,0.09298631890226605
2020-09-01,209.3213478333333,-0.020279726501850615,0.07036805881659447,0.01244626252074954
2020-10-01,209.39957725,-0.133068632977156,-0.0091870722091687,-0.054844776233922476
2020-11-01,209.47780666666665,0.03720427805603954,-0.04366875102258527,0.039721261697181376
2020-12-01,209.55603608333328,0.000445857092268076,0.009553222313037235,-0.04413541374659469
2021-01-01,209.63426549999997,-0.08743751263067567,-0.0005471496590778724,-0.022619213038709285
2021-02-01,209.7124949166666,-0.06514613097791688,-0.04291272023157733,-0.025718831566884814
2021-03-01,209.7907243333333,0.12028804069128496,-0.015045619818755629,0.02310089723174702
2021-04-01,209.86895374999992,-0.03095670664418182,0.010045375841200688,0.02621975529411802
2021-05-01,209.94718316666655,0.1201205375447647,0.00538547227633801,0.07772825949828077
2021-06-01,210.02541258333324,0.04660730156835413,0.054289301871711215,0.04868198238064869
2021-07-01,210.103642,-0.018127190800396598,0.021435606984285815,0.02085594725933182
2021-08-01,210.16692041666667,0.039253256846440765,0.027975024455512143,0.00978456627416091
2021-09-01,210.2301988333333,-0.0027357930637952332,0.013192593785983142,-0.022151461627807567
2021-10-01,210.29347725,-0.1290750015795421,-0.015197905319845884,-0.0641466934566538
2021-11-01,210.35675566666663,-0.04617515285177687,-0.05379009300719373,-0.03004846779145931
2021-12-01,210.4200340833333,-0.011425007168266443,-0.025083989168193543,-0.005531536691457117
2022-01-01,210.48331249999995,0.07017729487522528,0.00029095766771214393,0.014309493399679796
2022-02-01,210.5465909166666,0.07620189750340645,0.021103741264485887,0.03250786233630154
2022-03-01,210.60986933333325,0.1780552742908177,0.07543209511585314,0.09344122813708433
2022-04-01,210.6731477499999,0.06150341117438729,0.11295629454959966,0.04554935826629125
2022-05-01,210.73642616666655,0.0185133826599162,0.04974209189481393,0.05365271349232015
2022-06-01,210.79970458333324,0.24011906561873642,0.08727800810706077,0.17520675426674148
2022-07-01,210.862983,0.12744833548930656,0.194908672299426,0.1117381062125502
2022-08-01,210.93233091666664,-0.31335123524119646,-0.008838948667204471,-0.15840725938533962
2022-09-01,211.0016788333333,-0.12320793317763634,-0.12624372657425043,-0.06770229032386199
2022-10-01,211.07102675,-0.029841776920026097,-0.059113264492506534,-0.0546233020275293
2022-11-01,211.14037466666664,-0.07793855810283357,-0.06998157437832742,-0.06436301336966588
2022-12-01,211.20972258333327,-0.022211014043711286,-0.04699203177889255,-0.0028514870806284343
2023-01-01,211.27907049999996,0.17614076908568665,0.007684399231429939,0.05422585071223296
2023-02-01,211.3484184166666,-0.02230834093263878,0.038200962615163814,0.024381948137095932
2023-03-01,211.41776633333325,0.026312736431413297,-0.006639996062338005,0.030473872284057624
2023-04-01,211.4871142499999,0.11905655174453478,0.0667582432306506,0.029469030365631754
2023-05-01,211.55646216666656,-0.12377491965078868,0.022579161312544116,-0.06166751549802618
2023-06-01,211.6258100833332,-0.03151364779324495,-0.024657513206362225,-0.06294101222620552
2023-07-01,211.695158,-0.04087696704757704,-0.03816407159564572,-0.057388507304928726
2023-08-01,211.76920733333336,-0.051887524280166186,-0.008910581579834265,-0.07043775306856093
2023-09-01,211.8432566666667,-0.09304673508118078,-0.07378971511055998,-0.09265149501877878
2023-10-01,211.917306,0.009884530143712933,-0.0382866695078945,-0.04151501988812878
2023-11-01,211.99135533333336,-0.015145797698263186,-0.00624344983384173,0.015433027714528702
2023-12-01,212.06540466666672,-0.024983390461125632,-0.01897896659780285,0.017561717341192273
2024-01-01,212.1394540000001,0.10015431774176164,0.01970458327433544,0.04856767521977445
2024-02-01,212.2135033333334,0.0534409878382589,0.03761557946133287,0.04578086928328673
2024-03-01,212.2875526666668,0.02206243244144801,0.03383121586884319,0.041332000034000616
2024-04-01,212.3616020000001,0.01732883814079278,0.01998006253400897,0.05374627306901192
2024-05-01,212.43565133333345,0.1637017193672794,0.04487775877808575,0.09827984269193601
2024-06-01,212.5097006666668,-0.089051853981017,0.06780349779572936,0.01500815168303582
2024-07-01,212.58375,-0.04187792103634291,-0.0025031302181184323,-0.010922682521209204
2024-08-01,212.65352391666664,0.03385274756028278,-0.016231013110417303,0.01393369493556218
2024-09-01,212.7232978333333,0.09575415093050843,0.013311014059672388,0.03732837766064456
2024-10-01,212.79307175,-0.08703677722349945,0.013113639145383438,-0.020874493021068252
2024-11-01,212.86284566666663,-0.0811121393624683,-0.019794627328179493,-0.06214457200865542
2024-12-01,212.9326195833333,-0.0460871143626822,-0.030874757731279567,-0.021810404784816884
