,data,producao_leite,importacoes,exportacoes,oferta_total,populacao_pessoas,oferta_per_capita,taxa_desemprego,massa_salarial,leite_uht_industria,leite_uht_supermercado,preco_leite_produtor,ano,mes,cluster,oferta_sem_importacao,diferenca_percentual,importacao_sobre_oferta_total,importacao%_oferta_total
132,2018-01-01,2161.22,64.76855435,5.3400923166666665,2220.648462033333,205.87029750000005,10.786638427203577,0.12300000000000001,214459.0,1.8197347058823532,2.519910217191171,1.0204,2018,1,0,0.8748307495240618,1112.8733083481432,2.9166504945449487,2.9166504945449487
133,2018-02-01,1890.351,80.938385,6.5165092300000005,1964.77287577,205.98008758333341,9.538654434133646,0.127,215713.0,2.0581784136904764,2.504034782822867,1.0745,2018,2,0,0.76477902232306,1142.051260011796,4.119477930408624,4.119477930408624
134,2018-03-01,1967.861,64.47358328333333,5.25831903,2027.0762642533334,206.08987766666675,9.835884649958214,0.132,209179.0,2.3179622603166763,2.596934473265595,1.1574,2018,3,0,0.7957131059677968,1126.1253627917156,3.1806195169021896,3.1806195169021896
135,2018-04-01,1872.647,89.6964647,5.39480953,1956.94865517,206.1996677500001,9.490551932133261,0.13,193253.0,2.363358611111111,2.789107624287249,1.2545,2018,4,0,0.7568097386842981,1562.6437727079497,4.583485849924258,4.583485849924258
136,2018-05-01,1733.572,101.89505723333333,2.4143079700000003,1833.0527492633332,206.30945783333343,8.884967119365706,0.128,193328.0,2.3678147631354154,2.910154895181316,1.296,2018,5,0,0.7002312683601665,4120.466423483385,5.558762958364558,5.558762958364558
137,2018-06-01,1872.364,82.13634121666666,4.947608450000001,1949.5527327666666,206.41924791666676,9.444626663661317,0.126,194127.0,3.2630170238095237,3.4713200636191295,1.4781,2018,6,0,0.755890426440872,1560.1220983173528,4.213086408804373,4.213086408804373
138,2018-07-01,2036.42,117.88305243333333,3.57697473,2150.7260777033334,206.529038,10.413674021487154,0.124,196315.0,3.0511650268853954,3.8079200849080226,1.5466,2018,7,0,0.8216842934535271,3195.6076386184964,5.48108165216537,5.48108165216537
139,2018-08-01,2119.504,105.88899216666667,6.471823473333333,2218.9211686933336,206.64329308333333,10.7379297705951,0.12300000000000001,199684.0,2.691036662300019,3.649129817367358,1.4748,2018,8,0,0.8547353785254738,1536.1539001021024,4.7720934686932575,4.7720934686932575
140,2018-09-01,2100.289,92.29884813333331,9.719136653333333,2182.86871148,206.75754816666668,10.557625251584023,0.12,200815.0,2.5605350198564594,3.466005535742412,1.4401,2018,9,0,0.8465184699919489,849.6609773634364,4.228327963469413,4.228327963469413
141,2018-10-01,2222.233,155.02105836666664,5.1392080799999995,2372.1148502866668,206.87180325000003,11.466593383052876,0.11900000000000001,201490.0,2.3789235521008405,3.2963792248231787,1.3624,2018,10,0,0.8951731479303636,2916.4386410029665,6.535141346462738,6.535141346462738
142,2018-11-01,2210.443,147.56617406666666,5.981932593333333,2352.0272414733336,206.98605833333338,11.363215766375891,0.11699999999999999,202167.0,1.9749526931077694,2.881058517150032,1.2344,2018,11,0,0.8899323211261368,2366.864541922861,6.273999359558001,6.273999359558001
143,2018-12-01,2270.96,87.36802341666667,5.928739293333332,2352.3992841233335,207.10031341666672,11.358743235653744,0.11699999999999999,210652.0,2.0592129656862745,2.766680494019176,1.2836,2018,12,0,0.9137922755622289,1373.635778097193,3.7139963443419446,3.7139963443419446
144,2019-01-01,2207.103,111.36338433333333,5.520249916666667,2312.9461344166666,207.21456850000007,11.162082623629168,0.122,230414.0,2.309566477289377,2.8039089467466978,1.4146,2019,1,0,0.8876077166360045,1917.3612791896694,4.814785034387305,4.814785034387305
145,2019-02-01,1932.644,127.87849836666668,6.575175723333333,2053.9473226433333,207.32882358333342,9.90671382369453,0.126,231407.0,2.256494721153846,2.8454432499748563,1.4784,2019,2,0,0.7768030700368732,1844.8681487380497,6.225987246941322,6.225987246941322
146,2019-03-01,2055.407,81.10664713333334,8.140053163333333,2128.37359397,207.44307866666674,10.260036669577255,0.128,224549.0,2.2357548842592587,2.8679820059579075,1.492,2019,3,0,0.8256911619688069,896.3896488867691,3.8107335743649786,3.8107335743649786
147,2019-04-01,1911.041,83.94257868333334,4.336268803333333,1990.64730988,207.55733375000008,9.590830995534501,0.126,206706.0,2.3849055521155833,2.906556363938041,1.5175,2019,4,0,0.7672743419342879,1835.8250719790676,4.216848372220871,4.216848372220871
148,2019-05-01,1975.499,104.48191729999999,6.197942589999999,2073.78297471,207.67158883333343,9.98587715517654,0.124,206630.0,2.4991629072681705,2.990640132990405,1.5278,2019,5,0,0.7927175671525593,1585.7516148758004,5.038228135449461,5.038228135449461
149,2019-06-01,1974.451,81.44104633333335,4.01945478,2051.872591553333,207.78584391666678,9.874939278232274,0.121,208718.0,2.312172942773601,2.9763478637948437,1.4064,2019,6,0,0.7918613714576326,1926.1714782454483,3.9691083485685565,3.9691083485685565
150,2019-07-01,2074.906,75.58350618333334,4.477318446666667,2146.0121877366664,207.900099,10.322324029949915,0.12,209832.0,2.2708604805641555,2.9409650403900507,1.3466,2019,7,0,0.83169192398188,1588.1422906071098,3.5220445911376186,3.5220445911376186
151,2019-08-01,2128.294,76.13584853333333,4.8245811466666675,2199.6052673866666,208.00549816666665,10.574745796499133,0.11900000000000001,212315.0,2.5007375093984967,2.954787576079884,1.3728,2019,8,0,0.8526593522601188,1478.0820390167144,3.461341435310788,3.461341435310788
152,2019-09-01,2080.541,101.54687208333333,5.616579663333332,2176.4712924200003,208.11089733333333,10.458228378756756,0.11900000000000001,212322.0,2.3604034055727556,2.9973365171754343,1.3635,2019,9,0,0.8331059011723193,1707.9841855758034,4.6656655861711,4.6656655861711
153,2019-10-01,2203.103,71.73555028333332,4.682924253333334,2270.1556260300003,208.21629649999997,10.902871985478814,0.11800000000000001,213915.0,2.2816322573099415,2.983848502848145,1.3493,2019,10,0,0.8817365391313965,1431.853739301282,3.1599397618736353,3.1599397618736353
154,2019-11-01,2186.003,87.06249003333333,5.6622836733333335,2267.4032063600002,208.3216956666666,10.884143387484944,0.113,215476.0,2.337755301378446,2.8826960386015927,1.3535,2019,11,0,0.8744500474792125,1437.5861588029632,3.8397445054821113,3.8397445054821113
155,2019-12-01,2282.832,80.93250968333332,4.778268173333333,2358.9862415099997,208.42709483333329,11.318040216394804,0.111,224140.0,2.376421587510443,2.8723183328626267,1.3683,2019,12,0,0.9127220247066264,1593.762399837734,3.4308173680372125,3.4308173680372125
156,2020-01-01,2272.445,81.88178118333332,13.350097723333333,2340.97668346,208.53249399999993,11.225956389607083,0.114,245528.0,2.3391579010964914,2.8967330386919588,1.4175,2020,1,0,0.908109873114867,513.342185804529,3.497761501080428,3.497761501080428
157,2020-02-01,2066.001,70.71097409999999,4.86929802,2131.8426760800003,208.6378931666666,10.21790741712013,0.11800000000000001,246886.0,2.347294579545454,2.8949949988687433,1.4376,2020,2,0,0.8251940593670956,1352.1800433977132,3.316894576386952,3.316894576386952
158,2020-03-01,2108.715,71.14346523333333,7.893111976666667,2171.9653532566667,208.74329233333324,10.404958784440115,0.124,237582.0,2.721561467948718,2.98792433833243,1.4515,2020,3,0,0.8418294453236382,801.3360692670403,3.2755340745495825,3.2755340745495825
159,2020-04-01,1968.96,46.75265315,5.234214023333332,2010.4784391266667,208.84869149999992,9.62648329126193,0.127,211313.0,2.814881015201465,3.210225909104363,1.3783,2020,4,0,0.7856405458973157,793.2124850375579,2.3254491189822915,2.3254491189822915
160,2020-05-01,1956.66,48.87869106666667,5.600718059999999,1999.9379730066669,208.95409066666656,9.571183634768186,0.131,198455.0,2.8938420325757575,3.258379297740928,1.5135367374871924,2020,5,0,0.7803388748206564,772.7218642865711,2.444010350640196,2.444010350640196
161,2020-06-01,1948.902,58.365290433333335,7.5343961166666675,1999.7328943166667,209.05948983333323,9.56537728046164,0.136,188725.0,3.169245074519231,3.326072127651496,1.7573,2020,6,0,0.7768530389578373,674.6512066736815,2.918654316244444,2.918654316244444
162,2020-07-01,2143.393,94.94594468333334,10.4106261,2227.9283185833333,209.164889,10.651540654049894,0.141,185536.0,3.1673984742424244,3.4913779123957758,1.9426,2020,7,0,0.8539486918061728,812.0099384160318,4.261624752079383,4.261624752079383
163,2020-08-01,2199.019,140.18338163333337,8.845719399999998,2330.3566622333333,209.24311841666665,11.137076716630101,0.14800000000000002,188134.0,3.5687843051948054,3.668872582706152,2.1319,2020,8,0,0.8757830829514962,1484.7595350281333,6.0155333260869375,6.0155333260869375
164,2020-09-01,2174.458,184.01933214999997,8.359632793333333,2350.117699356667,209.3213478333333,11.227319734382215,0.149,194484.0,3.4971392619047625,3.9363444006031787,2.1586,2020,9,0,0.8656777495891771,2101.284873382863,7.830217703580308,7.830217703580308
165,2020-10-01,2235.648,180.82329608333333,11.91064599,2404.5606500933336,209.39957724999996,11.483120843279229,0.146,198991.0,3.061413224926185,3.900346531059663,2.0434,2020,10,0,0.8897057121446507,1418.1653139145421,7.52001394002329,7.52001394002329
166,2020-11-01,2224.396,188.80478223333336,8.32004607,2404.8807361633335,209.47780666666662,11.4803604946567,0.14400000000000002,203546.0,3.177456155681818,3.7336886241340146,2.1262,2020,11,0,0.8848972417794078,2169.275682428203,7.850900021534798,7.850900021534798
167,2020-12-01,2342.665,181.12578545000002,8.316774836666667,2515.474010613333,209.55603608333328,12.003825122999631,0.142,209837.0,3.1788731629120877,3.769528301237077,2.0344,2020,12,0,0.9315984735257169,2077.836829866547,7.200463399176094,7.200463399176094
168,2021-01-01,2348.481,149.05832791666666,7.533696679999999,2490.005631236667,209.63426549999994,11.877856061831016,0.145,227869.0,2.9127255853174603,3.7674663692563004,1.9889,2021,1,0,0.933562791050493,1878.5549411934471,5.986264691402987,5.986264691402987
169,2021-02-01,2051.164,108.81738015,6.931187773333333,2153.050192376667,209.7124949166666,10.26667578024964,0.146,229405.0,2.7290215520202015,3.6092139444156897,1.9384,2021,2,0,0.8150698574315083,1469.9672799034236,5.054103268715757,5.054103268715757
170,2021-03-01,2176.523,102.60161355000001,11.038464343333334,2268.0861492066665,209.79072433333326,10.811184128440965,0.149,226364.0,3.077849626060606,3.5553175525837304,1.9837,2021,3,0,0.8645611823069913,829.4917332587672,4.523708836451742,4.523708836451742
171,2021-04-01,1946.183,50.950866766666664,25.08669220333333,1972.0471745633333,209.86895374999992,9.396564567203567,0.14800000000000002,211894.0,2.9840292159090906,3.591212038594616,2.0364,2021,4,0,0.7727770771653105,103.09918244182346,2.5836535466221093,2.5836535466221093
172,2021-05-01,1960.394,58.14393286666666,17.352146726666668,2001.1857861400001,209.94718316666658,9.531853468838202,0.147,214515.0,3.3648891169871797,3.610604583603027,2.201,2021,5,0,0.7781298334304321,235.08207245223116,2.9054740079289667,2.9054740079289667
173,2021-06-01,1932.729,70.74596196666668,18.985089053333336,1984.4898729133336,210.02541258333324,9.448808353731641,0.142,216787.0,3.5254296390692645,3.81204021332224,2.3108,2021,6,0,0.7668631525058656,272.63961084367605,3.564944469220594,3.564944469220594
174,2021-07-01,2040.139,72.52860995,11.410236466666666,2101.2573734833336,210.103642,10.00105164042484,0.13699999999999998,219828.0,3.4620992386363634,3.894635688624293,2.3595,2021,7,0,0.8091796111432153,535.6451083365513,3.451676642055827,3.451676642055827
175,2021-08-01,2087.955,74.85210566666667,14.20280998,2148.604295686667,210.16692041666667,10.22332292554389,0.131,221738.0,3.600700386363636,4.0051265031105645,2.3827,2021,8,0,0.8278955111253642,427.0232142236031,3.483754817810456,3.483754817810456
176,2021-09-01,2078.554,80.1479297,7.074826739999999,2151.6271029600002,210.2301988333333,10.23462430659532,0.126,222365.0,3.590863077777778,4.058314583071873,2.3305,2021,9,0,0.8239198473605276,1032.8606712989272,3.724991639570827,3.724991639570827
177,2021-10-01,2139.89,92.41425240000001,6.721913063333332,2225.5823393366663,210.29347724999997,10.583220974994205,0.121,223250.0,3.156038442460317,3.9971030242154,2.1857,2021,10,0,0.8479776405745209,1274.8207025184684,4.152362766661063,4.152362766661063
178,2021-11-01,2155.528,82.88288280000002,6.5734503900000005,2231.83743241,210.35675566666663,10.60977302743056,0.11599999999999999,225058.0,3.0136212562499995,3.7877787359402637,2.121,2021,11,0,0.8539175875956775,1160.8733295696177,3.7136612907554283,3.7136612907554283
179,2021-12-01,2204.26,80.81237483333331,9.704537956666664,2275.367836876667,210.4200340833333,10.813456269926968,0.111,233740.0,2.979386550066137,3.6939478810935515,2.1093,2021,12,0,0.8729602869496099,732.7276908409445,3.551618051535007,3.551618051535007
180,2022-01-01,2100.648,65.52427365000001,14.72844786,2151.44382579,210.48331249999995,10.221446062570879,0.11199999999999999,256302.0,3.19598303125,3.69502281992695,2.1397,2022,1,0,0.8316763828961502,344.88240901441475,3.045595374814855,3.045595374814855
181,2022-02-01,1887.864,42.09074866666666,21.69383638,1908.2609122866668,210.5465909166666,9.063366469048876,0.11199999999999999,258666.0,3.449042361111111,3.7738302666303523,2.2104,2022,2,0,0.7472075387925295,94.02169320992483,2.205712457644451,2.205712457644451
182,2022-03-01,1965.915,59.18232186666667,7.604574126666667,2017.49274774,210.60986933333325,9.579288730040018,0.111,256934.0,4.121230938888888,4.06950986802084,2.4269,2022,3,0,0.7778659685729704,678.2463670008068,2.933458964497535,2.933458964497535
183,2022-04-01,1828.618,42.01701895,22.05869552,1848.57632343,210.6731477499999,8.77461766329924,0.105,243198.0,4.382657613636363,4.556154066568376,2.54,2022,4,0,0.723323475064626,90.4782579364421,2.272939365145507,2.272939365145507
184,2022-05-01,1861.222,63.937090149999996,11.420145096666666,1913.7389450533333,210.73642616666658,9.081196734065335,0.098,249827.0,4.46455115530303,4.788517923963362,2.68,2022,5,0,0.7359991632897241,459.86232756939387,3.34095150831652,3.34095150831652
185,2022-06-01,1809.292,83.23554084999999,7.8272974333333325,1884.7002434166666,210.79970458333324,8.940715771599233,0.09300000000000001,256610.0,5.6762326666666665,5.225230758628821,3.1932,2022,6,0,0.7152492629501257,963.4007658318066,4.416380861664611,4.416380861664611
186,2022-07-01,2009.727,105.39670899999999,7.166447259999999,2107.95726174,210.862983,9.996810401472883,0.091,262515.0,6.447781287878788,6.349700417885743,3.5707,2022,7,0,0.7942468024366325,1370.696778699241,4.999945250929848,4.999945250929848
187,2022-08-01,2088.915,172.07376658333334,6.89315604,2254.0956105433334,210.93233091666664,10.686344766340548,0.08900000000000001,266413.0,4.713283740909091,6.293823054208349,3.0476,2022,8,0,0.8252705938606092,2396.298728547763,7.633827322074249,7.633827322074249
188,2022-09-01,2049.778,197.52577268333334,7.551290043333332,2239.75248264,211.0016788333333,10.614856218320154,0.087,269160.0,4.166919012626263,5.547375639979238,2.8481,2022,9,0,0.8095425319732034,2515.788448726311,8.819089350913874,8.819089350913874
189,2022-10-01,2114.589,166.99642203333332,4.795631836666667,2276.789790196666,211.07102674999996,10.786841876186907,0.083,270653.0,4.044407812499999,5.22895627824443,2.6967,2022,10,0,0.8348647027178969,3382.26110179068,7.334731680209633,7.334731680209633
190,2022-11-01,2067.336,148.11496584999998,6.050978550000001,2209.3999873,211.14037466666662,10.464128382778723,0.081,273094.0,3.7411632101010097,4.8755363523541675,2.5286,2022,11,0,0.8159405811038284,2347.785339612549,6.703854743432133,6.703854743432133
191,2022-12-01,2134.317,147.57164728333336,7.531446699999999,2274.3572005833335,211.20972258333327,10.76824102965232,0.079,283549.0,3.6589841994949492,4.651724856099349,2.5214,2022,12,0,0.8421002017547986,1859.4063818221452,6.488499134853741,6.488499134853741
192,2023-01-01,2139.462,151.59760475,5.3437383999999994,2285.71586635,211.27907049999993,10.818468014558976,0.084,305709.0,4.36372625,4.6876082616393,2.6619,2023,1,0,0.8438531065953362,2736.920399209662,6.63239062132785,6.63239062132785
193,2023-02-01,1870.822,151.53938674999998,6.5299541066666675,2015.831432643333,211.3484184166666,9.537953715221025,0.086,307031.0,4.267456558080808,4.870143727347534,2.7276,2023,2,0,0.7376531818940698,2220.680731818435,7.5174632311040215,7.5174632311040215
194,2023-03-01,1996.5,203.1751645,5.110203833333333,2194.5649606666666,211.41776633333325,10.380229621793426,0.08800000000000001,300099.0,4.38123536907537,4.837913116159948,2.812,2023,3,0,0.7869490009542705,3875.8720224565072,9.258106647172536,9.258106647172536
195,2023-04-01,1890.588,141.8767017333333,5.82459786,2026.6401038733331,211.4871142499999,9.58280655093545,0.085,282016.0,4.935170809294872,5.171908123960282,2.8961,2023,4,0,0.7449579165081452,2335.819693367351,7.000586905498281,7.000586905498281
196,2023-05-01,1965.775,202.72364455,7.098531783333333,2161.4001127666666,211.55646216666656,10.216658430711945,0.083,282830.0,4.360611781818181,5.290013817879039,2.7229,2023,5,0,0.7743303213507057,2755.853164255396,9.379274265443929,9.379274265443929
197,2023-06-01,1933.254,205.46050920000002,6.895099316666666,2131.8194098833333,211.62581008333322,10.073532188932312,0.08,285383.0,4.225335714285714,5.161170241330777,2.5568,2023,6,0,0.7612705649493362,2879.8049275862622,9.637800849709128,9.637800849709128
198,2023-07-01,2069.064,180.21178965,5.781947683333333,2243.4938419666664,211.695158,10.597756997194365,0.079,288047.0,4.056099305555556,4.967910221644146,2.4142,2023,7,0,0.8144824927927732,3016.8007654145126,8.032640263100733,8.032640263100733
199,2023-08-01,2139.72,191.04692708333332,5.487468663333333,2325.2794584199996,211.76920733333336,10.980252925818036,0.078,291566.0,3.8510052777777775,4.923839890067941,2.25,2023,8,0,0.8420015461423188,3381.5128578298413,8.216084582502074,8.216084582502074
200,2023-09-01,2109.897,149.749053,6.132121503333333,2253.513931496667,211.8432566666667,10.637647697432017,0.077,295493.0,3.5088469886363636,4.573592387167738,2.0509,2023,9,0,0.8299756752543629,2342.04314801327,6.645135444117023,6.645135444117023
201,2023-10-01,2188.598,188.51051045,7.671749289999999,2369.4367611599996,211.91730600000002,11.180949804826225,0.076,296546.0,3.5437022727272733,4.401794536328556,1.9675,2023,10,0,0.8606336599365162,2357.203739644104,7.955920729351365,7.955920729351365
202,2023-11-01,2114.669,197.90210230000002,4.539358093333333,2308.0317442066666,211.99135533333336,10.887386141654398,0.075,299392.0,3.4904344848484845,4.374397767134448,1.9981,2023,11,0,0.831271711007159,4259.6935564666355,8.574496550870636,8.574496550870636
203,2023-12-01,2187.25,219.34715789999998,5.61854861,2400.9786092900003,212.06540466666672,11.321877856805353,0.07400000000000001,310716.0,3.4043118939393944,4.29215908911232,2.0335,2023,12,0,0.8595029143005869,3803.982560720427,9.135739779242085,9.135739779242085
204,2024-01-01,2197.713,206.49983495,7.8365944,2396.37624055,212.13945400000006,11.296230830074633,0.076,340086.0,3.762927142857143,4.377573054985655,2.1347,2024,1,0,0.8633130073013197,2535.0711088224753,8.61717085388084,8.61717085388084
205,2024-02-01,1992.938,180.21222805000002,16.511186563333336,2156.6390414866664,212.2135033333334,10.16259101146422,0.078,343447.0,3.969492043650793,4.545374185329365,2.2347,2024,2,0,0.7825994296215927,991.4553436771182,8.356160886606773,8.356160886606773
206,2024-03-01,2035.009,174.23090528333336,14.29747786333333,2194.94242742,212.28755266666676,10.339477750099139,0.079,335274.0,4.05804191468254,4.7017805110465485,2.329,2024,3,0,0.7988413884991822,1118.6128696877238,7.937834865588228,7.937834865588228
207,2024-04-01,1963.626,190.615174,5.2359889399999995,2149.00518506,212.3616020000001,10.119556288994273,0.075,316705.0,4.128975892857143,4.796667143539979,2.4576,2024,4,0,0.770551260015452,3540.4808372265206,8.869926202373405,8.869926202373405
208,2024-05-01,1974.585,146.27900419999997,4.440316723333333,2116.423687476667,212.43565133333342,9.962657746913584,0.071,320411.0,4.863367638888889,5.016834165428465,2.7114,2024,5,0,0.774581615502033,3194.337168142113,6.911612502995701,6.911612502995701
209,2024-06-01,1939.304,177.8704444,4.575128093333333,2112.599316306667,212.5097006666668,9.941190024169277,0.069,324573.0,4.448999652777777,5.368790166304099,2.7524,2024,6,0,0.7604766566405305,3787.769714233458,8.419506861857764,8.419506861857764
210,2024-07-01,2078.54,244.0389342,9.538190396666664,2313.040743803333,212.58375,10.88060937773152,0.068,324145.0,4.266532142857143,5.355368190888339,2.7225,2024,7,0,0.8147926013473121,2458.5454268692824,10.550567898718755,10.550567898718755
211,2024-08-01,2113.325,182.74639345,4.064447503333334,2292.0069459466667,212.65352391666664,10.77812821406545,0.066,329597.0,4.413438541666666,5.269146763015037,2.7607,2024,8,0,0.828156587405905,4396.217340736375,7.9732041725781215,7.9732041725781215
212,2024-09-01,2104.908,182.14588775,4.946604913333333,2282.1072828366664,212.7232978333333,10.72805520636802,0.064,331920.0,4.856938257575758,5.339753329639439,2.8657,2024,9,0,0.8245876299709837,3582.2404647485514,7.981477870032128,7.981477870032128
213,2024-10-01,2198.885,203.3429716,4.43891098,2397.7890606200003,212.79307174999997,11.268172600267004,0.062,335354.0,4.452080317460317,5.410238073590681,2.8065,2024,10,0,0.8611202195621611,4480.920241838236,8.48043620431821,8.48043620431821
214,2024-11-01,2227.416,204.27288346666663,4.789603466666666,2426.8992800000005,212.86284566666663,11.401234782891198,0.061,338086.0,4.105219999999999,5.304197407348304,2.6374,2024,11,0,0.8720075098999156,4164.92265775878,8.41703177177862,8.41703177177862
215,2024-12-01,2328.034,194.44312128333337,5.436258603333333,2517.04086268,212.9326195833333,11.82083265403557,0.062,351063.0,3.920315833333333,5.142933893572693,2.5805,2024,12,0,0.911099641346442,3476.782038369317,7.725068121313754,7.725068121313754
